爬取链接(__url),商户ID(shop_id),商户名(shop_name),商户分类(shop_categories),纬度（腾讯地图）(latitude),经度（腾讯地图）(longitude),人均消费(shop_spend),评分(shop_scores),评论数(shop_comment_num),大家认为(tags),
"http://www.dianping.com/shop/18494806","18494806","FA Café(世博源店)","[""上海餐厅"",""上南地区"",""西餐""]","31.18021","121.49318","178元","[{""score"":""8.6"",""score_title"":""口味""},{""score"":""9.0"",""score_title"":""环境""},{""score"":""8.8"",""score_title"":""服务""}]","1922","[{""tag"":""回头客"",""count"":""37""},{""tag"":""干净卫生"",""count"":""40""},{""tag"":""上菜快"",""count"":""14""},{""tag"":""海鲜棒"",""count"":""22""},{""tag"":""高大上"",""count"":""26""},{""tag"":""牛肉赞"",""count"":""25""},{""tag"":""下午茶"",""count"":""88""},{""tag"":""朋友聚餐"",""count"":""24""},{""tag"":""现做现卖"",""count"":""13""},{""tag"":""家庭聚餐"",""count"":""8""}]",
"http://www.dianping.com/shop/69140061","69140061","晶牪澳亚牛肉屋(浦东商场店)","[""上海餐厅"",""上南地区"",""烧烤""]","31.173816","121.491107","118元","[{""score"":""7.4"",""score_title"":""口味""},{""score"":""8.1"",""score_title"":""环境""},{""score"":""7.8"",""score_title"":""服务""}]","351","[{""tag"":""回头客"",""count"":""10""},{""tag"":""干净卫生"",""count"":""5""},{""tag"":""牛肉赞"",""count"":""45""},{""tag"":""高大上"",""count"":""14""},{""tag"":""菜品不错"",""count"":""57""},{""tag"":""味道赞"",""count"":""121""},{""tag"":""环境优雅"",""count"":""87""},{""tag"":""服务热情"",""count"":""202""},{""tag"":""性价比高"",""count"":""18""}]",
"http://www.dianping.com/shop/76878850","76878850","咖了的啡coleadffee","[""上海餐厅"",""北蔡"",""咖啡厅""]","31.173459","121.562119","51元","[{""score"":""8.9"",""score_title"":""口味""},{""score"":""9.1"",""score_title"":""环境""},{""score"":""9.0"",""score_title"":""服务""}]","174","[{""tag"":""回头客"",""count"":""4""},{""tag"":""干净卫生"",""count"":""5""},{""tag"":""高大上"",""count"":""13""},{""tag"":""点心好"",""count"":""7""},{""tag"":""环境优雅"",""count"":""58""},{""tag"":""味道赞"",""count"":""24""},{""tag"":""服务热情"",""count"":""38""},{""tag"":""菜品不错"",""count"":""3""},{""tag"":""停车免费"",""count"":""3""}]",
"http://www.dianping.com/shop/69685800","69685800","上席食艺会","[""上海餐厅"",""张江"",""其他"",""创意菜""]","31.206210859305564","121.60191996191085","149元","[{""score"":""7.6"",""score_title"":""口味""},{""score"":""8.5"",""score_title"":""环境""},{""score"":""8.1"",""score_title"":""服务""}]","560","[{""tag"":""回头客"",""count"":""16""},{""tag"":""干净卫生"",""count"":""14""},{""tag"":""牛肉赞"",""count"":""21""},{""tag"":""海鲜棒"",""count"":""7""},{""tag"":""高大上"",""count"":""14""},{""tag"":""请客"",""count"":""11""},{""tag"":""文艺清新"",""count"":""8""},{""tag"":""朋友聚餐"",""count"":""7""},{""tag"":""工作餐"",""count"":""6""},{""tag"":""公司聚餐"",""count"":""5""}]",
"http://www.dianping.com/shop/4684764","4684764","浦东嘉里大酒店The COOK∙厨餐厅","[""上海餐厅"",""世纪公园"",""自助餐""]","31.212169","121.563881","275元","[{""score"":""8.6"",""score_title"":""口味""},{""score"":""9.1"",""score_title"":""环境""},{""score"":""8.7"",""score_title"":""服务""}]","1721","[{""tag"":""回头客"",""count"":""68""},{""tag"":""上菜快"",""count"":""11""},{""tag"":""干净卫生"",""count"":""18""},{""tag"":""歪果仁出没"",""count"":""3""},{""tag"":""现做现卖"",""count"":""62""},{""tag"":""下午茶"",""count"":""38""},{""tag"":""请客"",""count"":""34""},{""tag"":""公司聚餐"",""count"":""23""},{""tag"":""朋友聚餐"",""count"":""19""}]",
"http://www.dianping.com/shop/21371251","21371251","虾趣龙虾(八佰伴店)","[""上海餐厅"",""八佰伴"",""小吃快餐"",""小龙虾""]","31.223428816989745","121.52031033374071","96元","[{""score"":""7.7"",""score_title"":""口味""},{""score"":""7.2"",""score_title"":""环境""},{""score"":""7.4"",""score_title"":""服务""}]","1255","[{""tag"":""回头客"",""count"":""39""},{""tag"":""干净卫生"",""count"":""69""},{""tag"":""上菜快"",""count"":""15""},{""tag"":""海鲜棒"",""count"":""15""},{""tag"":""菜品不错"",""count"":""77""},{""tag"":""分量足"",""count"":""50""},{""tag"":""高大上"",""count"":""3""},{""tag"":""味道赞"",""count"":""271""},{""tag"":""主食赞"",""count"":""4""},{""tag"":""深夜食堂"",""count"":""14""}]",
"http://www.dianping.com/shop/8127751","8127751","广潮味","[""上海餐厅"",""上南地区"",""粤菜"",""粤菜馆""]","31.187686","121.491783","134元","[{""score"":""8.5"",""score_title"":""口味""},{""score"":""8.4"",""score_title"":""环境""},{""score"":""8.0"",""score_title"":""服务""}]","6126","[{""tag"":""回头客"",""count"":""292""},{""tag"":""干净卫生"",""count"":""119""},{""tag"":""肉类好"",""count"":""127""},{""tag"":""海鲜棒"",""count"":""13""},{""tag"":""点心好"",""count"":""203""},{""tag"":""家庭聚餐"",""count"":""89""},{""tag"":""请客"",""count"":""71""},{""tag"":""朋友聚餐"",""count"":""69""},{""tag"":""下午茶"",""count"":""55""},{""tag"":""公司聚餐"",""count"":""10""}]",
"http://www.dianping.com/shop/69703815","69703815","一牛当鲜·潮汕牛肉火锅打边炉(川沙店)","[""上海餐厅"",""川沙"",""火锅""]","31.187609","121.68573","133元","[{""score"":""9.0"",""score_title"":""口味""},{""score"":""9.2"",""score_title"":""环境""},{""score"":""9.0"",""score_title"":""服务""}]","277","[{""tag"":""回头客"",""count"":""9""},{""tag"":""干净卫生"",""count"":""23""},{""tag"":""海鲜棒"",""count"":""8""},{""tag"":""牛肉赞"",""count"":""49""},{""tag"":""高大上"",""count"":""6""},{""tag"":""菜品不错"",""count"":""20""},{""tag"":""味道赞"",""count"":""61""},{""tag"":""环境优雅"",""count"":""51""},{""tag"":""文艺清新"",""count"":""8""},{""tag"":""深夜食堂"",""count"":""6""}]",
"http://www.dianping.com/shop/67251491","67251491","ALAMI(富荟广场店)","[""上海餐厅"",""世纪公园"",""西餐"",""西式简餐""]","31.20387","121.544978","92元","[{""score"":""9.0"",""score_title"":""口味""},{""score"":""9.1"",""score_title"":""环境""},{""score"":""9.1"",""score_title"":""服务""}]","438","[{""tag"":""回头客"",""count"":""19""},{""tag"":""干净卫生"",""count"":""36""},{""tag"":""上菜快"",""count"":""10""},{""tag"":""海鲜棒"",""count"":""10""},{""tag"":""主食赞"",""count"":""21""},{""tag"":""高大上"",""count"":""4""},{""tag"":""分量足"",""count"":""31""},{""tag"":""味道赞"",""count"":""126""},{""tag"":""下午茶"",""count"":""19""},{""tag"":""工作餐"",""count"":""12""},{""tag"":""文艺清新"",""count"":""7""}]",
"http://www.dianping.com/shop/67307599","67307599","川渝我家酸菜鱼(八佰伴店)","[""上海餐厅"",""八佰伴"",""川菜""]","31.22343","121.5203","80元","[{""score"":""8.7"",""score_title"":""口味""},{""score"":""8.2"",""score_title"":""环境""},{""score"":""8.3"",""score_title"":""服务""}]","1315","[{""tag"":""回头客"",""count"":""66""},{""tag"":""干净卫生"",""count"":""53""},{""tag"":""菜品不错"",""count"":""135""},{""tag"":""味道赞"",""count"":""360""},{""tag"":""分量足"",""count"":""34""},{""tag"":""服务热情"",""count"":""365""},{""tag"":""环境优雅"",""count"":""88""},{""tag"":""饮品赞"",""count"":""11""},{""tag"":""交通便利"",""count"":""3""}]",
