__url,shop_id,shop_name,shop_categories,shop_rank,latitude,longitude,shop_spend,shop_scores,shop_comment_num,tags
"http://www.dianping.com/shop/10658809","10658809","円乐日本料理","[""上海餐厅"",""淮海路"",""日本菜"",""日本料理""]","四星商户","31.221118","121.460841","183元","[{""score"":""8.0"",""score_title"":""口味""},{""score"":""7.8"",""score_title"":""环境""},{""score"":""7.7"",""score_title"":""服务""}]","358","[{""tag"":""回头客"",""count"":""19""},{""tag"":""上菜快"",""count"":""4""},{""tag"":""干净卫生"",""count"":""3""},{""tag"":""海鲜棒"",""count"":""11""},{""tag"":""牛肉赞"",""count"":""4""},{""tag"":""主食赞"",""count"":""6""},{""tag"":""分量足"",""count"":""14""},{""tag"":""味道赞"",""count"":""56""},{""tag"":""菜品不错"",""count"":""12""},{""tag"":""性价比高"",""count"":""43""}]",
"http://www.dianping.com/shop/79255005","79255005","椒蛙飨乐(湖滨道店)","[""上海餐厅"",""卢湾区"",""川菜"",""香锅""]","准四星商户","31.220264","121.477721","64元","[{""score"":""7.9"",""score_title"":""口味""},{""score"":""7.9"",""score_title"":""环境""},{""score"":""7.2"",""score_title"":""服务""}]","131","[{""tag"":""回头客"",""count"":""5""},{""tag"":""干净卫生"",""count"":""7""},{""tag"":""肉类好"",""count"":""5""},{""tag"":""菜品不错"",""count"":""10""},{""tag"":""味道赞"",""count"":""43""},{""tag"":""分量足"",""count"":""4""},{""tag"":""环境优雅"",""count"":""15""},{""tag"":""服务热情"",""count"":""20""},{""tag"":""性价比高"",""count"":""5""}]",
"http://www.dianping.com/shop/90316108","90316108","大隐精舍","[""上海休闲娱乐"",""打浦桥"",""茶馆""]","四星商户","31.209680247278225","121.47210993708539","无","[]","6","[]",
"http://www.dianping.com/shop/500250","500250","红房子西菜馆(淮海店)","[""上海餐厅"",""淮海路"",""西餐"",""法国菜""]","准四星商户","31.217833","121.4621","183元","[{""score"":""6.8"",""score_title"":""口味""},{""score"":""7.1"",""score_title"":""环境""},{""score"":""6.9"",""score_title"":""服务""}]","6800","[{""tag"":""回头客"",""count"":""175""},{""tag"":""上菜快"",""count"":""88""},{""tag"":""干净卫生"",""count"":""101""},{""tag"":""请客"",""count"":""61""},{""tag"":""家庭聚餐"",""count"":""57""},{""tag"":""朋友聚餐"",""count"":""52""},{""tag"":""下午茶"",""count"":""42""},{""tag"":""老洋房"",""count"":""12""},{""tag"":""工作餐"",""count"":""10""},{""tag"":""深夜食堂"",""count"":""4""}]",
"http://www.dianping.com/shop/23076730","23076730","1921GUCCI 餐厅(环贸iapm商场店)","[""上海餐厅"",""淮海路"",""西餐""]","准四星商户","31.215613","121.458214","303元","[{""score"":""7.1"",""score_title"":""口味""},{""score"":""8.1"",""score_title"":""环境""},{""score"":""7.5"",""score_title"":""服务""}]","1419","[{""tag"":""回头客"",""count"":""19""},{""tag"":""干净卫生"",""count"":""4""},{""tag"":""高大上"",""count"":""111""},{""tag"":""海鲜棒"",""count"":""10""},{""tag"":""牛肉赞"",""count"":""8""},{""tag"":""点心好"",""count"":""51""},{""tag"":""下午茶"",""count"":""386""},{""tag"":""工作餐"",""count"":""48""},{""tag"":""朋友聚餐"",""count"":""11""},{""tag"":""发发呆"",""count"":""4""}]",
"http://www.dianping.com/shop/24029808","24029808","ICHA爱搽(上海新天地店)","[""上海餐厅"",""新天地"",""咖啡厅""]","准四星商户","31.220053","121.474596","59元","[{""score"":""7.5"",""score_title"":""口味""},{""score"":""7.9"",""score_title"":""环境""},{""score"":""7.8"",""score_title"":""服务""}]","748","[{""tag"":""回头客"",""count"":""11""},{""tag"":""菜品健康"",""count"":""3""},{""tag"":""高大上"",""count"":""15""},{""tag"":""饮品赞"",""count"":""125""},{""tag"":""点心好"",""count"":""14""},{""tag"":""味道赞"",""count"":""118""},{""tag"":""环境优雅"",""count"":""71""},{""tag"":""服务热情"",""count"":""102""},{""tag"":""下午茶"",""count"":""169""},{""tag"":""文艺清新"",""count"":""10""}]",
"http://www.dianping.com/shop/2296561","2296561","山间堂民间瓦缸煨汤(淮海店)","[""上海餐厅"",""音乐学院"",""江西菜""]","四星商户","31.216016","121.457443","98元","[{""score"":""7.6"",""score_title"":""口味""},{""score"":""7.6"",""score_title"":""环境""},{""score"":""7.1"",""score_title"":""服务""}]","4276","[{""tag"":""回头客"",""count"":""246""},{""tag"":""干净卫生"",""count"":""70""},{""tag"":""冬天吃过瘾"",""count"":""5""},{""tag"":""朋友聚餐"",""count"":""43""},{""tag"":""请客"",""count"":""40""},{""tag"":""文艺清新"",""count"":""25""},{""tag"":""工作餐"",""count"":""19""},{""tag"":""公司聚餐"",""count"":""15""},{""tag"":""家庭聚餐"",""count"":""12""}]",
"http://www.dianping.com/shop/22212496","22212496","兔子威廉的英式茶屋","[""上海休闲娱乐"",""打浦桥"",""茶馆""]","准五星商户","31.208653","121.468497","59元","[]","80","[]",
"http://www.dianping.com/shop/69694774","69694774","山水居酒屋","[""上海餐厅"",""淮海路"",""日本菜"",""日本料理""]","四星商户","31.218594","121.461522","150元","[{""score"":""8.2"",""score_title"":""口味""},{""score"":""8.4"",""score_title"":""环境""},{""score"":""8.2"",""score_title"":""服务""}]","132","[{""tag"":""回头客"",""count"":""4""},{""tag"":""有表演"",""count"":""4""},{""tag"":""干净卫生"",""count"":""5""},{""tag"":""牛肉赞"",""count"":""4""},{""tag"":""菜品不错"",""count"":""18""},{""tag"":""味道赞"",""count"":""33""},{""tag"":""环境优雅"",""count"":""20""},{""tag"":""服务热情"",""count"":""26""},{""tag"":""性价比高"",""count"":""15""}]",
"http://www.dianping.com/shop/79230603","79230603","x lobster & chicken(陕西南路店)","[""上海餐厅"",""卢湾区"",""西餐""]","四星商户","31.22024","121.45761","75元","[{""score"":""7.6"",""score_title"":""口味""},{""score"":""7.6"",""score_title"":""环境""},{""score"":""8.2"",""score_title"":""服务""}]","57","[{""tag"":""海鲜棒"",""count"":""6""},{""tag"":""牛肉赞"",""count"":""4""},{""tag"":""主食赞"",""count"":""5""},{""tag"":""味道赞"",""count"":""15""},{""tag"":""菜品不错"",""count"":""3""},{""tag"":""服务热情"",""count"":""19""},{""tag"":""性价比高"",""count"":""8""},{""tag"":""价格实惠"",""count"":""4""},{""tag"":""工作餐"",""count"":""3""},{""tag"":""街边小店"",""count"":""10""}]",
"http://www.dianping.com/shop/505843","505843","一茶一坐台湾特色茶餐厅(上海新世界店)","[""上海餐厅"",""人民广场"",""台湾菜""]","准四星商户","31.234748","121.473811","74元","[{""score"":""6.8"",""score_title"":""口味""},{""score"":""7.0"",""score_title"":""环境""},{""score"":""6.7"",""score_title"":""服务""}]","8451","[{""tag"":""回头客"",""count"":""449""},{""tag"":""上菜快"",""count"":""190""},{""tag"":""干净卫生"",""count"":""191""},{""tag"":""冬天吃过瘾"",""count"":""5""},{""tag"":""下午茶"",""count"":""609""},{""tag"":""朋友聚餐"",""count"":""162""},{""tag"":""工作餐"",""count"":""58""},{""tag"":""请客"",""count"":""25""},{""tag"":""家庭聚餐"",""count"":""12""},{""tag"":""隐于浮世"",""count"":""7""}]",
"http://www.dianping.com/shop/67519059","67519059","马玉涛麻辣烫","[""上海餐厅"",""南京东路"",""小吃快餐"",""麻辣烫""]","四星商户","31.236314","121.48297","27元","[{""score"":""8.1"",""score_title"":""口味""},{""score"":""7.7"",""score_title"":""环境""},{""score"":""8.0"",""score_title"":""服务""}]","70","[{""tag"":""回头客"",""count"":""7""},{""tag"":""上菜快"",""count"":""3""},{""tag"":""干净卫生"",""count"":""19""},{""tag"":""味道赞"",""count"":""16""},{""tag"":""菜品不错"",""count"":""4""},{""tag"":""服务热情"",""count"":""13""},{""tag"":""性价比高"",""count"":""7""},{""tag"":""环境优雅"",""count"":""6""},{""tag"":""午餐"",""count"":""9""}]",
"http://www.dianping.com/shop/23503603","23503603","呷哺呷哺(黄浦陆家浜路店)","[""上海餐厅"",""老西门"",""火锅"",""小火锅""]","四星商户","31.211713","121.487671","56元","[{""score"":""8.2"",""score_title"":""口味""},{""score"":""8.0"",""score_title"":""环境""},{""score"":""7.8"",""score_title"":""服务""}]","504","[{""tag"":""回头客"",""count"":""24""},{""tag"":""有萌宠"",""count"":""7""},{""tag"":""菜品健康"",""count"":""11""},{""tag"":""干净卫生"",""count"":""43""},{""tag"":""上菜快"",""count"":""6""},{""tag"":""分量足"",""count"":""11""},{""tag"":""味道赞"",""count"":""44""},{""tag"":""性价比高"",""count"":""45""},{""tag"":""服务热情"",""count"":""92""},{""tag"":""价格实惠"",""count"":""26""}]",
"http://www.dianping.com/shop/3151261","3151261","CIAO巧(上海扬子精品酒店店)","[""上海餐厅"",""人民广场"",""西餐"",""意大利菜""]","四星商户","31.233489","121.47641","120元","[{""score"":""7.4"",""score_title"":""口味""},{""score"":""8.2"",""score_title"":""环境""},{""score"":""7.8"",""score_title"":""服务""}]","3801","[{""tag"":""回头客"",""count"":""69""},{""tag"":""干净卫生"",""count"":""28""},{""tag"":""高大上"",""count"":""45""},{""tag"":""点心好"",""count"":""240""},{""tag"":""牛肉赞"",""count"":""10""},{""tag"":""交通便利"",""count"":""21""},{""tag"":""下午茶"",""count"":""1286""},{""tag"":""朋友聚餐"",""count"":""43""},{""tag"":""Brunch"",""count"":""9""}]",
"http://www.dianping.com/shop/3215089","3215089","相爷府茶楼","[""上海餐厅"",""城隍庙"",""其他"",""其他中餐""]","四星商户","31.225555","121.492932","104元","[{""score"":""7.0"",""score_title"":""口味""},{""score"":""8.4"",""score_title"":""环境""},{""score"":""7.6"",""score_title"":""服务""}]","1218","[{""tag"":""回头客"",""count"":""36""},{""tag"":""干净卫生"",""count"":""21""},{""tag"":""有表演"",""count"":""6""},{""tag"":""下午茶"",""count"":""214""},{""tag"":""朋友聚餐"",""count"":""42""},{""tag"":""请客"",""count"":""12""},{""tag"":""现做现卖"",""count"":""9""},{""tag"":""发发呆"",""count"":""7""},{""tag"":""隐于浮世"",""count"":""5""},{""tag"":""弄堂小店"",""count"":""4""}]",
"http://www.dianping.com/shop/2878744","2878744","燕云楼(云南路店)","[""上海餐厅"",""人民广场"",""其他"",""北京菜""]","准四星商户","31.227991","121.48031","90元","[{""score"":""7.0"",""score_title"":""口味""},{""score"":""6.6"",""score_title"":""环境""},{""score"":""6.3"",""score_title"":""服务""}]","5865","[{""tag"":""回头客"",""count"":""174""},{""tag"":""上菜快"",""count"":""100""},{""tag"":""干净卫生"",""count"":""55""},{""tag"":""有萌宠"",""count"":""4""},{""tag"":""请客"",""count"":""61""},{""tag"":""家庭聚餐"",""count"":""48""},{""tag"":""朋友聚餐"",""count"":""30""},{""tag"":""工作餐"",""count"":""14""},{""tag"":""现做现卖"",""count"":""12""},{""tag"":""公司聚餐"",""count"":""11""}]",
"http://www.dianping.com/shop/66459290","66459290","1点点(大林店)","[""上海餐厅"",""老西门"",""面包甜点"",""饮品""]","准四星商户","31.21213","121.483229","15元","[{""score"":""7.5"",""score_title"":""口味""},{""score"":""7.5"",""score_title"":""环境""},{""score"":""7.3"",""score_title"":""服务""}]","109","[{""tag"":""回头客"",""count"":""4""},{""tag"":""干净卫生"",""count"":""4""},{""tag"":""饮品赞"",""count"":""12""},{""tag"":""味道赞"",""count"":""17""},{""tag"":""服务热情"",""count"":""12""},{""tag"":""午餐"",""count"":""4""}]",
"http://www.dianping.com/shop/18496309","18496309","chalet plus bar&grill(夏蕾餐厅.酒吧)","[""上海休闲娱乐"",""城隍庙"",""酒吧""]","五星商户","31.227706","121.484851","94元","[{""score"":""9.0"",""score_title"":""口味""},{""score"":""9.1"",""score_title"":""环境""},{""score"":""9.1"",""score_title"":""服务""}]","118","[{""tag"":""饮品赞"",""count"":""3""},{""tag"":""放松舒服"",""count"":""6""},{""tag"":""环境优雅"",""count"":""16""},{""tag"":""服务热情"",""count"":""26""},{""tag"":""性价比高"",""count"":""16""},{""tag"":""价格实惠"",""count"":""4""},{""tag"":""氛围好"",""count"":""3""},{""tag"":""情侣约会"",""count"":""3""},{""tag"":""周末玩"",""count"":""3""}]",
"http://www.dianping.com/shop/58262156","58262156","南洋茶铺(城隍庙店)","[""上海餐厅"",""老西门"",""面包甜点"",""饮品""]","四星商户","31.225053","121.497256","16元","[{""score"":""8.0"",""score_title"":""口味""},{""score"":""8.0"",""score_title"":""环境""},{""score"":""8.0"",""score_title"":""服务""}]","118","[{""tag"":""回头客"",""count"":""5""},{""tag"":""干净卫生"",""count"":""3""},{""tag"":""饮品赞"",""count"":""16""},{""tag"":""味道赞"",""count"":""20""},{""tag"":""服务热情"",""count"":""25""},{""tag"":""性价比高"",""count"":""7""},{""tag"":""价格实惠"",""count"":""3""},{""tag"":""下午茶"",""count"":""8""}]",
"http://www.dianping.com/shop/2371573","2371573","凯司令西点房(南京东路店)","[""上海餐厅"",""南京东路"",""面包甜点"",""西式甜点""]","四星商户","31.235532","121.476506","20元","[{""score"":""7.7"",""score_title"":""口味""},{""score"":""7.2"",""score_title"":""环境""},{""score"":""7.2"",""score_title"":""服务""}]","402","[{""tag"":""回头客"",""count"":""8""},{""tag"":""干净卫生"",""count"":""3""},{""tag"":""点心好"",""count"":""20""},{""tag"":""味道赞"",""count"":""53""},{""tag"":""分量足"",""count"":""4""},{""tag"":""服务热情"",""count"":""21""},{""tag"":""性价比高"",""count"":""15""},{""tag"":""价格实惠"",""count"":""11""},{""tag"":""情侣约会"",""count"":""5""}]",
"http://www.dianping.com/shop/80613238","80613238","来个椒麻鸡(黄浦二店)","[""上海餐厅"",""黄浦区"",""小吃快餐"",""快餐简餐""]","准四星商户","31.23394","121.485519","无","[{""score"":""7.2"",""score_title"":""口味""},{""score"":""7.0"",""score_title"":""环境""},{""score"":""7.2"",""score_title"":""服务""}]","4","[]",
"http://www.dianping.com/shop/5340536","5340536","功德林素食餐厅(鸿翔大厦店)","[""上海餐厅"",""人民广场"",""素菜""]","准四星商户","31.233472","121.471045","81元","[{""score"":""7.8"",""score_title"":""口味""},{""score"":""7.6"",""score_title"":""环境""},{""score"":""7.6"",""score_title"":""服务""}]","378","[{""tag"":""菜品健康"",""count"":""62""},{""tag"":""回头客"",""count"":""10""},{""tag"":""上菜快"",""count"":""8""},{""tag"":""干净卫生"",""count"":""12""},{""tag"":""肉类好"",""count"":""4""},{""tag"":""味道赞"",""count"":""74""},{""tag"":""环境优雅"",""count"":""33""},{""tag"":""价格实惠"",""count"":""13""},{""tag"":""分量足"",""count"":""3""},{""tag"":""服务热情"",""count"":""26""}]",
"http://www.dianping.com/shop/67389106","67389106","阿里兰牛肉面(黄浦店)","[""上海餐厅"",""人民广场"",""小吃快餐""]","四星商户","31.236679","121.474917","26元","[{""score"":""8.1"",""score_title"":""口味""},{""score"":""7.9"",""score_title"":""环境""},{""score"":""7.7"",""score_title"":""服务""}]","403","[{""tag"":""回头客"",""count"":""14""},{""tag"":""干净卫生"",""count"":""42""},{""tag"":""主食赞"",""count"":""5""},{""tag"":""味道赞"",""count"":""60""},{""tag"":""菜品不错"",""count"":""21""},{""tag"":""分量足"",""count"":""4""},{""tag"":""环境优雅"",""count"":""15""},{""tag"":""网红店"",""count"":""27""},{""tag"":""服务热情"",""count"":""23""},{""tag"":""性价比高"",""count"":""8""}]",
"http://www.dianping.com/shop/45955544","45955544","小杨生煎(新邻生活馆)","[""上海餐厅"",""老西门"",""小吃快餐"",""生煎""]","准四星商户","31.211524","121.487126","19元","[{""score"":""7.6"",""score_title"":""口味""},{""score"":""7.4"",""score_title"":""环境""},{""score"":""7.3"",""score_title"":""服务""}]","269","[{""tag"":""回头客"",""count"":""21""},{""tag"":""干净卫生"",""count"":""8""},{""tag"":""海鲜棒"",""count"":""5""},{""tag"":""肉类好"",""count"":""6""},{""tag"":""味道赞"",""count"":""46""},{""tag"":""服务热情"",""count"":""17""},{""tag"":""环境优雅"",""count"":""7""},{""tag"":""网红店"",""count"":""10""},{""tag"":""性价比高"",""count"":""3""},{""tag"":""午餐"",""count"":""23""}]",
"http://www.dianping.com/shop/72446191","72446191","BOWBOW COFFEE","[""上海餐厅"",""淮海路"",""咖啡厅""]","四星商户","31.218016","121.455903","25元","[{""score"":""7.8"",""score_title"":""口味""},{""score"":""8.3"",""score_title"":""环境""},{""score"":""8.8"",""score_title"":""服务""}]","71","[{""tag"":""味道赞"",""count"":""9""},{""tag"":""服务热情"",""count"":""14""},{""tag"":""环境优雅"",""count"":""5""},{""tag"":""价格实惠"",""count"":""3""},{""tag"":""弄堂小店"",""count"":""22""},{""tag"":""下午茶"",""count"":""8""},{""tag"":""街边小店"",""count"":""5""}]",
"http://www.dianping.com/shop/80616823","80616823","LITTLE BEAN","[""上海餐厅"",""淮海路"",""咖啡厅""]","准四星商户","31.223452","121.473965","37元","[{""score"":""7.6"",""score_title"":""口味""},{""score"":""8.1"",""score_title"":""环境""},{""score"":""7.8"",""score_title"":""服务""}]","114","[{""tag"":""环境优雅"",""count"":""9""},{""tag"":""味道赞"",""count"":""4""},{""tag"":""服务热情"",""count"":""9""},{""tag"":""性价比高"",""count"":""4""},{""tag"":""网红店"",""count"":""4""},{""tag"":""早餐"",""count"":""3""},{""tag"":""午餐"",""count"":""3""},{""tag"":""点心差"",""count"":""4""}]",
"http://www.dianping.com/shop/8040144","8040144","争鲜回转寿司(日月光中心广场店)","[""上海餐厅"",""打浦桥"",""日本菜"",""寿司/简餐""]","四星商户","31.2063","121.46848","55元","[{""score"":""7.8"",""score_title"":""口味""},{""score"":""7.9"",""score_title"":""环境""},{""score"":""7.7"",""score_title"":""服务""}]","2852","[{""tag"":""回头客"",""count"":""244""},{""tag"":""上菜快"",""count"":""22""},{""tag"":""干净卫生"",""count"":""126""},{""tag"":""肉类好"",""count"":""80""},{""tag"":""海鲜棒"",""count"":""3""},{""tag"":""味道赞"",""count"":""323""},{""tag"":""菜品不错"",""count"":""68""},{""tag"":""价格实惠"",""count"":""252""},{""tag"":""朋友聚餐"",""count"":""14""},{""tag"":""现做现卖"",""count"":""13""}]",
"http://www.dianping.com/shop/13806598","13806598","BANG(环贸iapm店)","[""上海餐厅"",""音乐学院"",""西餐"",""意大利菜""]","准四星商户","31.21564","121.4582","155元","[{""score"":""7.4"",""score_title"":""口味""},{""score"":""8.1"",""score_title"":""环境""},{""score"":""7.1"",""score_title"":""服务""}]","2045","[{""tag"":""回头客"",""count"":""62""},{""tag"":""歪果仁出没"",""count"":""8""},{""tag"":""干净卫生"",""count"":""14""},{""tag"":""下午茶"",""count"":""254""},{""tag"":""Brunch"",""count"":""63""},{""tag"":""朋友聚餐"",""count"":""26""},{""tag"":""工作餐"",""count"":""14""},{""tag"":""现做现卖"",""count"":""10""}]",
"http://www.dianping.com/shop/79681665","79681665","震西关","[""上海餐厅"",""打浦桥"",""火锅""]","四星商户","31.198307","121.472176","72元","[{""score"":""7.7"",""score_title"":""口味""},{""score"":""7.9"",""score_title"":""环境""},{""score"":""8.6"",""score_title"":""服务""}]","208","[{""tag"":""干净卫生"",""count"":""19""},{""tag"":""牛肉赞"",""count"":""13""},{""tag"":""主食赞"",""count"":""5""},{""tag"":""饮品赞"",""count"":""5""},{""tag"":""菜品不错"",""count"":""17""},{""tag"":""味道赞"",""count"":""53""},{""tag"":""服务热情"",""count"":""89""},{""tag"":""环境优雅"",""count"":""28""},{""tag"":""性价比高"",""count"":""18""}]",
"http://www.dianping.com/shop/17932566","17932566","豆苗工坊(新天地时尚店)","[""上海餐厅"",""新天地"",""西餐""]","准四星商户","31.21683","121.47526","67元","[{""score"":""7.4"",""score_title"":""口味""},{""score"":""8.1"",""score_title"":""环境""},{""score"":""7.4"",""score_title"":""服务""}]","1142","[]",
"http://www.dianping.com/shop/78031041","78031041","saladbox宝蔬沙拉(淮海巴春店)","[""上海餐厅"",""淮海路"",""西餐"",""西式简餐""]","准四星商户","31.216483","121.45941","41元","[{""score"":""8.1"",""score_title"":""口味""},{""score"":""8.1"",""score_title"":""环境""},{""score"":""7.6"",""score_title"":""服务""}]","98","[{""tag"":""菜品健康"",""count"":""20""},{""tag"":""干净卫生"",""count"":""5""},{""tag"":""味道赞"",""count"":""16""},{""tag"":""环境优雅"",""count"":""12""},{""tag"":""服务热情"",""count"":""11""},{""tag"":""性价比高"",""count"":""6""},{""tag"":""价格实惠"",""count"":""3""},{""tag"":""文艺清新"",""count"":""8""},{""tag"":""工作餐"",""count"":""4""}]",
"http://www.dianping.com/shop/27228812","27228812","红唇串串香(巴黎春天淮海店)","[""上海餐厅"",""淮海路"",""火锅""]","四星商户","31.216519","121.459453","32元","[{""score"":""8.4"",""score_title"":""口味""},{""score"":""7.3"",""score_title"":""环境""},{""score"":""7.7"",""score_title"":""服务""}]","448","[{""tag"":""回头客"",""count"":""22""},{""tag"":""干净卫生"",""count"":""33""},{""tag"":""肉类好"",""count"":""6""},{""tag"":""味道赞"",""count"":""97""},{""tag"":""菜品不错"",""count"":""17""},{""tag"":""饮品赞"",""count"":""3""},{""tag"":""性价比高"",""count"":""22""},{""tag"":""下午茶"",""count"":""7""},{""tag"":""深夜食堂"",""count"":""4""},{""tag"":""朋友聚餐"",""count"":""4""}]",
"http://www.dianping.com/shop/67006126","67006126","1点点(上海广场店)","[""上海餐厅"",""淮海路"",""面包甜点"",""饮品""]","准四星商户","31.225368","121.478","16元","[{""score"":""7.6"",""score_title"":""口味""},{""score"":""7.6"",""score_title"":""环境""},{""score"":""7.3"",""score_title"":""服务""}]","178","[{""tag"":""回头客"",""count"":""5""},{""tag"":""上菜快"",""count"":""4""},{""tag"":""饮品赞"",""count"":""16""},{""tag"":""味道赞"",""count"":""17""},{""tag"":""服务热情"",""count"":""13""},{""tag"":""网红店"",""count"":""7""},{""tag"":""环境优雅"",""count"":""3""},{""tag"":""午餐"",""count"":""7""}]",
"http://www.dianping.com/shop/2772607","2772607","辛香汇(淮海中路店)","[""上海餐厅"",""淮海路"",""川菜"",""川菜/家常菜""]","准四星商户","31.215849","121.455757","70元","[{""score"":""7.2"",""score_title"":""口味""},{""score"":""6.7"",""score_title"":""环境""},{""score"":""6.7"",""score_title"":""服务""}]","5780","[{""tag"":""回头客"",""count"":""469""},{""tag"":""干净卫生"",""count"":""70""},{""tag"":""味道赞"",""count"":""1014""},{""tag"":""分量足"",""count"":""276""},{""tag"":""工作餐"",""count"":""190""},{""tag"":""朋友聚餐"",""count"":""130""},{""tag"":""深夜食堂"",""count"":""127""},{""tag"":""请客"",""count"":""90""},{""tag"":""公司聚餐"",""count"":""26""},{""tag"":""家庭聚餐"",""count"":""13""}]",
"http://www.dianping.com/shop/67181719","67181719","沏禾舞茶cupoti(田子坊店)","[""上海餐厅"",""打浦桥"",""面包甜点"",""饮品""]","准五星商户","31.207256","121.468022","14元","[{""score"":""8.3"",""score_title"":""口味""},{""score"":""8.6"",""score_title"":""环境""},{""score"":""9.0"",""score_title"":""服务""}]","167","[{""tag"":""回头客"",""count"":""5""},{""tag"":""饮品赞"",""count"":""49""},{""tag"":""味道赞"",""count"":""29""},{""tag"":""服务热情"",""count"":""45""},{""tag"":""文艺清新"",""count"":""5""},{""tag"":""下午茶"",""count"":""4""},{""tag"":""午餐"",""count"":""4""},{""tag"":""街边小店"",""count"":""3""},{""tag"":""价格高"",""count"":""3""}]",
"http://www.dianping.com/shop/70867010","70867010","清迈天堂","[""上海餐厅"",""淮海路"",""东南亚菜"",""泰国菜""]","四星商户","31.221541","121.459966","113元","[{""score"":""7.7"",""score_title"":""口味""},{""score"":""6.1"",""score_title"":""环境""},{""score"":""7.0"",""score_title"":""服务""}]","1403","[{""tag"":""回头客"",""count"":""65""},{""tag"":""上菜快"",""count"":""10""},{""tag"":""干净卫生"",""count"":""21""},{""tag"":""肉类好"",""count"":""106""},{""tag"":""海鲜棒"",""count"":""4""},{""tag"":""主食赞"",""count"":""18""},{""tag"":""朋友聚餐"",""count"":""29""},{""tag"":""请客"",""count"":""12""},{""tag"":""工作餐"",""count"":""10""},{""tag"":""深夜食堂"",""count"":""10""}]",
"http://www.dianping.com/shop/5501142","5501142","必胜客(日月光店)","[""上海餐厅"",""打浦桥"",""西餐"",""比萨""]","四星商户","31.2063","121.46848","70元","[{""score"":""7.9"",""score_title"":""口味""},{""score"":""7.9"",""score_title"":""环境""},{""score"":""7.8"",""score_title"":""服务""}]","1039","[{""tag"":""回头客"",""count"":""64""},{""tag"":""干净卫生"",""count"":""17""},{""tag"":""海鲜棒"",""count"":""5""},{""tag"":""牛肉赞"",""count"":""9""},{""tag"":""点心好"",""count"":""15""},{""tag"":""高大上"",""count"":""4""},{""tag"":""味道赞"",""count"":""122""},{""tag"":""服务热情"",""count"":""155""},{""tag"":""下午茶"",""count"":""193""},{""tag"":""工作餐"",""count"":""27""}]",
"http://www.dianping.com/shop/21317864","21317864","松乃家日式猪排专门店(日月光中心广场店)","[""上海餐厅"",""打浦桥"",""日本菜"",""寿司/简餐""]","准四星商户","31.206255","121.468492","51元","[{""score"":""7.6"",""score_title"":""口味""},{""score"":""7.3"",""score_title"":""环境""},{""score"":""7.3"",""score_title"":""服务""}]","1803","[{""tag"":""回头客"",""count"":""40""},{""tag"":""上菜快"",""count"":""39""},{""tag"":""干净卫生"",""count"":""42""},{""tag"":""肉类好"",""count"":""189""},{""tag"":""主食赞"",""count"":""39""},{""tag"":""味道赞"",""count"":""299""},{""tag"":""分量足"",""count"":""45""},{""tag"":""性价比高"",""count"":""133""},{""tag"":""价格实惠"",""count"":""70""},{""tag"":""工作餐"",""count"":""23""}]",
"http://www.dianping.com/shop/17618423","17618423","上海新天地安达仕酒店炫吧","[""上海休闲娱乐"",""新天地"",""酒吧""]","准五星商户","31.22232","121.47572","152元","[{""score"":""8.5"",""score_title"":""口味""},{""score"":""9.0"",""score_title"":""环境""},{""score"":""8.7"",""score_title"":""服务""}]","332","[{""tag"":""干净卫生"",""count"":""5""},{""tag"":""高大上"",""count"":""10""},{""tag"":""放松舒服"",""count"":""34""},{""tag"":""环境优雅"",""count"":""52""},{""tag"":""饮品赞"",""count"":""3""},{""tag"":""服务热情"",""count"":""40""},{""tag"":""性价比高"",""count"":""13""},{""tag"":""氛围好"",""count"":""12""},{""tag"":""停车免费"",""count"":""3""}]",
"http://www.dianping.com/shop/67388695","67388695","川名咖啡(人民广场店)","[""上海餐厅"",""人民广场"",""咖啡厅""]","准五星商户","31.231974","121.477805","22元","[{""score"":""8.4"",""score_title"":""口味""},{""score"":""8.2"",""score_title"":""环境""},{""score"":""8.6"",""score_title"":""服务""}]","212","[{""tag"":""回头客"",""count"":""9""},{""tag"":""干净卫生"",""count"":""14""},{""tag"":""海鲜棒"",""count"":""3""},{""tag"":""味道赞"",""count"":""50""},{""tag"":""服务热情"",""count"":""52""},{""tag"":""价格实惠"",""count"":""20""},{""tag"":""性价比高"",""count"":""16""},{""tag"":""环境优雅"",""count"":""10""},{""tag"":""现做现卖"",""count"":""7""}]",
"http://www.dianping.com/shop/6118481","6118481","星巴克(外滩店)","[""上海餐厅"",""外滩"",""咖啡厅"",""星巴克""]","四星商户","31.24001","121.49055","40元","[{""score"":""7.9"",""score_title"":""口味""},{""score"":""8.0"",""score_title"":""环境""},{""score"":""7.9"",""score_title"":""服务""}]","301","[{""tag"":""回头客"",""count"":""12""},{""tag"":""高大上"",""count"":""5""},{""tag"":""点心好"",""count"":""9""},{""tag"":""环境优雅"",""count"":""27""},{""tag"":""味道赞"",""count"":""23""},{""tag"":""服务热情"",""count"":""23""},{""tag"":""性价比高"",""count"":""4""},{""tag"":""下午茶"",""count"":""28""},{""tag"":""午餐"",""count"":""15""},{""tag"":""早餐"",""count"":""14""},{""tag"":""圣诞"",""count"":""6""}]",
